Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM4050445	"Embryo_D10A5S3"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774474"	SRX6774474	"Tianqing Li"	"Nov 26, 2019"
GSM4050446	"Embryo_D10A6S10"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774475"	SRX6774475	"Tianqing Li"	"Nov 26, 2019"
GSM4050447	"Embryo_D10A6S14"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774476"	SRX6774476	"Tianqing Li"	"Nov 26, 2019"
GSM4050448	"Embryo_D10A6S1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774477"	SRX6774477	"Tianqing Li"	"Nov 26, 2019"
GSM4050449	"Embryo_D10A6S4"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774478"	SRX6774478	"Tianqing Li"	"Nov 26, 2019"
GSM4050450	"Embryo_D10A6S5"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774487"	SRX6774487	"Tianqing Li"	"Nov 26, 2019"
GSM4050451	"Embryo_D10A6S7"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774488"	SRX6774488	"Tianqing Li"	"Nov 26, 2019"
GSM4050452	"Embryo_D10A6S8"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774489"	SRX6774489	"Tianqing Li"	"Nov 26, 2019"
GSM4050453	"Embryo_D12A3B10"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774490"	SRX6774490	"Tianqing Li"	"Nov 26, 2019"
GSM4050454	"Embryo_D12A3B11"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774491"	SRX6774491	"Tianqing Li"	"Nov 26, 2019"
GSM4050455	"Embryo_D12A3B12"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774492"	SRX6774492	"Tianqing Li"	"Nov 26, 2019"
GSM4050456	"Embryo_D12A3B13"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774493"	SRX6774493	"Tianqing Li"	"Nov 26, 2019"
GSM4050457	"Embryo_D12A3B14"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774494"	SRX6774494	"Tianqing Li"	"Nov 26, 2019"
GSM4050458	"Embryo_D12A3B15"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774503"	SRX6774503	"Tianqing Li"	"Nov 26, 2019"
GSM4050459	"Embryo_D12A3B16"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774504"	SRX6774504	"Tianqing Li"	"Nov 26, 2019"
GSM4050460	"Embryo_D12A3B1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774505"	SRX6774505	"Tianqing Li"	"Nov 26, 2019"
GSM4050461	"Embryo_D12A3B2"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774506"	SRX6774506	"Tianqing Li"	"Nov 26, 2019"
GSM4050462	"Embryo_D12A3B3"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774507"	SRX6774507	"Tianqing Li"	"Nov 26, 2019"
GSM4050463	"Embryo_D12A3B4"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774508"	SRX6774508	"Tianqing Li"	"Nov 26, 2019"
GSM4050464	"Embryo_D12A3B5"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774509"	SRX6774509	"Tianqing Li"	"Nov 26, 2019"
GSM4050465	"Embryo_D12A3B6"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774510"	SRX6774510	"Tianqing Li"	"Nov 26, 2019"
GSM4050466	"Embryo_D12A3B7"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774519"	SRX6774519	"Tianqing Li"	"Nov 26, 2019"
GSM4050467	"Embryo_D12A3B8"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774520"	SRX6774520	"Tianqing Li"	"Nov 26, 2019"
GSM4050468	"Embryo_D12A3B9"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774521"	SRX6774521	"Tianqing Li"	"Nov 26, 2019"
GSM4050469	"Embryo_D12A3S10"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774522"	SRX6774522	"Tianqing Li"	"Nov 26, 2019"
GSM4050470	"Embryo_D12A3S11"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774523"	SRX6774523	"Tianqing Li"	"Nov 26, 2019"
GSM4050471	"Embryo_D12A3S12"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774524"	SRX6774524	"Tianqing Li"	"Nov 26, 2019"
GSM4050472	"Embryo_D12A3S13"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774525"	SRX6774525	"Tianqing Li"	"Nov 26, 2019"
GSM4050473	"Embryo_D12A3S14"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774526"	SRX6774526	"Tianqing Li"	"Nov 26, 2019"
GSM4050474	"Embryo_D12A3S15"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774535"	SRX6774535	"Tianqing Li"	"Nov 26, 2019"
GSM4050475	"Embryo_D12A3S16"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774536"	SRX6774536	"Tianqing Li"	"Nov 26, 2019"
GSM4050476	"Embryo_D12A3S17"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774537"	SRX6774537	"Tianqing Li"	"Nov 26, 2019"
GSM4050477	"Embryo_D12A3S18"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774538"	SRX6774538	"Tianqing Li"	"Nov 26, 2019"
GSM4050478	"Embryo_D12A3S19"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774539"	SRX6774539	"Tianqing Li"	"Nov 26, 2019"
GSM4050479	"Embryo_D12A3S1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774540"	SRX6774540	"Tianqing Li"	"Nov 26, 2019"
GSM4050480	"Embryo_D12A3S20"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774541"	SRX6774541	"Tianqing Li"	"Nov 26, 2019"
GSM4050481	"Embryo_D12A3S21"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774542"	SRX6774542	"Tianqing Li"	"Nov 26, 2019"
GSM4050482	"Embryo_D12A3S22"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774551"	SRX6774551	"Tianqing Li"	"Nov 26, 2019"
GSM4050483	"Embryo_D12A3S23"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774552"	SRX6774552	"Tianqing Li"	"Nov 26, 2019"
GSM4050484	"Embryo_D12A3S24"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774553"	SRX6774553	"Tianqing Li"	"Nov 26, 2019"
GSM4050485	"Embryo_D12A3S25"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774554"	SRX6774554	"Tianqing Li"	"Nov 26, 2019"
GSM4050486	"Embryo_D12A3S26"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774555"	SRX6774555	"Tianqing Li"	"Nov 26, 2019"
GSM4050487	"Embryo_D12A3S27"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774556"	SRX6774556	"Tianqing Li"	"Nov 26, 2019"
GSM4050488	"Embryo_D12A3S28"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774557"	SRX6774557	"Tianqing Li"	"Nov 26, 2019"
GSM4050489	"Embryo_D12A3S29"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774558"	SRX6774558	"Tianqing Li"	"Nov 26, 2019"
GSM4050490	"Embryo_D12A3S2"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774567"	SRX6774567	"Tianqing Li"	"Nov 26, 2019"
GSM4050491	"Embryo_D12A3S30"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774568"	SRX6774568	"Tianqing Li"	"Nov 26, 2019"
GSM4050492	"Embryo_D12A3S31"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774569"	SRX6774569	"Tianqing Li"	"Nov 26, 2019"
GSM4050493	"Embryo_D12A3S32"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774570"	SRX6774570	"Tianqing Li"	"Nov 26, 2019"
GSM4050494	"Embryo_D12A3S3"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774571"	SRX6774571	"Tianqing Li"	"Nov 26, 2019"
GSM4050495	"Embryo_D12A3S4"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774572"	SRX6774572	"Tianqing Li"	"Nov 26, 2019"
GSM4050496	"Embryo_D12A3S5"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774573"	SRX6774573	"Tianqing Li"	"Nov 26, 2019"
GSM4050497	"Embryo_D12A3S6"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774574"	SRX6774574	"Tianqing Li"	"Nov 26, 2019"
GSM4050498	"Embryo_D12A3S7"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774583"	SRX6774583	"Tianqing Li"	"Nov 26, 2019"
GSM4050499	"Embryo_D12A3S8"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774584"	SRX6774584	"Tianqing Li"	"Nov 26, 2019"
GSM4050500	"Embryo_D12A3S9"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774585"	SRX6774585	"Tianqing Li"	"Nov 26, 2019"
GSM4050501	"Embryo_D12A4B15"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774586"	SRX6774586	"Tianqing Li"	"Nov 26, 2019"
GSM4050502	"Embryo_D12A4B16"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774587"	SRX6774587	"Tianqing Li"	"Nov 26, 2019"
GSM4050503	"Embryo_D12A4B5"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774588"	SRX6774588	"Tianqing Li"	"Nov 26, 2019"
GSM4050504	"Embryo_D12A4B8"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774589"	SRX6774589	"Tianqing Li"	"Nov 26, 2019"
GSM4050505	"Embryo_D12A4B9"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774590"	SRX6774590	"Tianqing Li"	"Nov 26, 2019"
GSM4050506	"Embryo_D12A4S12"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774599"	SRX6774599	"Tianqing Li"	"Nov 26, 2019"
GSM4050507	"Embryo_D12A4S16"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774600"	SRX6774600	"Tianqing Li"	"Nov 26, 2019"
GSM4050508	"Embryo_D12A4S17"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774601"	SRX6774601	"Tianqing Li"	"Nov 26, 2019"
GSM4050509	"Embryo_D12A4S21"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774602"	SRX6774602	"Tianqing Li"	"Nov 26, 2019"
GSM4050510	"Embryo_D12A4S22"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774603"	SRX6774603	"Tianqing Li"	"Nov 26, 2019"
GSM4050511	"Embryo_D12A4S26"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774604"	SRX6774604	"Tianqing Li"	"Nov 26, 2019"
GSM4050512	"Embryo_D12A4S29"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774605"	SRX6774605	"Tianqing Li"	"Nov 26, 2019"
GSM4050513	"Embryo_D12A4S2"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774606"	SRX6774606	"Tianqing Li"	"Nov 26, 2019"
GSM4050514	"Embryo_D12A4S30"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774615"	SRX6774615	"Tianqing Li"	"Nov 26, 2019"
GSM4050515	"Embryo_D12A4S7"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774616"	SRX6774616	"Tianqing Li"	"Nov 26, 2019"
GSM4050516	"Embryo_D12A4S9"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774617"	SRX6774617	"Tianqing Li"	"Nov 26, 2019"
GSM4050517	"Embryo_D12A5B11"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774618"	SRX6774618	"Tianqing Li"	"Nov 26, 2019"
GSM4050518	"Embryo_D12A5B15"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774619"	SRX6774619	"Tianqing Li"	"Nov 26, 2019"
GSM4050519	"Embryo_D12A5B5"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774620"	SRX6774620	"Tianqing Li"	"Nov 26, 2019"
GSM4050520	"Embryo_D12A5B6"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774621"	SRX6774621	"Tianqing Li"	"Nov 26, 2019"
GSM4050521	"Embryo_D12A5B9"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774622"	SRX6774622	"Tianqing Li"	"Nov 26, 2019"
GSM4050522	"Embryo_D12A5S13"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774631"	SRX6774631	"Tianqing Li"	"Nov 26, 2019"
GSM4050523	"Embryo_D12A5S16"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774632"	SRX6774632	"Tianqing Li"	"Nov 26, 2019"
GSM4050524	"Embryo_D12A5S17"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774633"	SRX6774633	"Tianqing Li"	"Nov 26, 2019"
GSM4050525	"Embryo_D12A5S18"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774634"	SRX6774634	"Tianqing Li"	"Nov 26, 2019"
GSM4050526	"Embryo_D12A5S19"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774635"	SRX6774635	"Tianqing Li"	"Nov 26, 2019"
GSM4050527	"Embryo_D12A5S1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774636"	SRX6774636	"Tianqing Li"	"Nov 26, 2019"
GSM4050528	"Embryo_D12A5S20"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774637"	SRX6774637	"Tianqing Li"	"Nov 26, 2019"
GSM4050529	"Embryo_D12A5S24"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774638"	SRX6774638	"Tianqing Li"	"Nov 26, 2019"
GSM4050530	"Embryo_D12A5S25"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774647"	SRX6774647	"Tianqing Li"	"Nov 26, 2019"
GSM4050531	"Embryo_D12A5S30"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774648"	SRX6774648	"Tianqing Li"	"Nov 26, 2019"
GSM4050532	"Embryo_D12A5S4"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774649"	SRX6774649	"Tianqing Li"	"Nov 26, 2019"
GSM4050533	"Embryo_D12A5S5"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774650"	SRX6774650	"Tianqing Li"	"Nov 26, 2019"
GSM4050534	"Embryo_D12A5S6"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774651"	SRX6774651	"Tianqing Li"	"Nov 26, 2019"
GSM4050535	"Embryo_D12_1B3"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774652"	SRX6774652	"Tianqing Li"	"Nov 26, 2019"
GSM4050536	"Embryo_D12_1B4"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774653"	SRX6774653	"Tianqing Li"	"Nov 26, 2019"
GSM4050537	"Embryo_D12_2B2"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774654"	SRX6774654	"Tianqing Li"	"Nov 26, 2019"
GSM4050538	"Embryo_D12_2B9"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774663"	SRX6774663	"Tianqing Li"	"Nov 26, 2019"
GSM4050539	"Embryo_D12_2S1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774664"	SRX6774664	"Tianqing Li"	"Nov 26, 2019"
GSM4050540	"Embryo_D12A4S27"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774665"	SRX6774665	"Tianqing Li"	"Nov 26, 2019"
GSM4050541	"Embryo_D14_1B1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774666"	SRX6774666	"Tianqing Li"	"Nov 26, 2019"
GSM4050542	"Embryo_D14_1B2"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774667"	SRX6774667	"Tianqing Li"	"Nov 26, 2019"
GSM4050543	"Embryo_D14_1B5"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774668"	SRX6774668	"Tianqing Li"	"Nov 26, 2019"
GSM4050544	"Embryo_D14_1S10"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774669"	SRX6774669	"Tianqing Li"	"Nov 26, 2019"
GSM4050545	"Embryo_D14_1S2"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774670"	SRX6774670	"Tianqing Li"	"Nov 26, 2019"
GSM4050546	"Embryo_D14_2S1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774679"	SRX6774679	"Tianqing Li"	"Nov 26, 2019"
GSM4050547	"Embryo_D14_3B5"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774680"	SRX6774680	"Tianqing Li"	"Nov 26, 2019"
GSM4050548	"Embryo_D14_3B6"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774681"	SRX6774681	"Tianqing Li"	"Nov 26, 2019"
GSM4050549	"Embryo_D14_3S10"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774682"	SRX6774682	"Tianqing Li"	"Nov 26, 2019"
GSM4050550	"Embryo_D14_3S15"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774683"	SRX6774683	"Tianqing Li"	"Nov 26, 2019"
GSM4050551	"Embryo_D14_3S16"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774684"	SRX6774684	"Tianqing Li"	"Nov 26, 2019"
GSM4050552	"Embryo_D14_3S9"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774685"	SRX6774685	"Tianqing Li"	"Nov 26, 2019"
